UNIQUE_KEY,DATABASE,SCHEMA,TABLE_NAME,COLUMN_NAME,COLUMN_DESCRIPTION,RESOURCE_TYPE,NAME,SQL,REFERENCE,UPSTREAM_TABLE,UPSTREAM_COLUMN,REASONING
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.CUSTOMER_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,CUSTOMER_ID,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.CUSTOMER_ID,"The CUSTOMER_ID is directly selected from the stg_orders table without any transformation or aggregation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.SUBTOTAL_CENTS,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,SUBTOTAL_CENTS,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.SUBTOTAL_CENTS,"The column SUBTOTAL_CENTS is directly selected from the stg_orders table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.TAX_PAID_CENTS,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,TAX_PAID_CENTS,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.TAX_PAID_CENTS,"The column TAX_PAID_CENTS is directly selected from the stg_orders table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.ORDER_TOTAL_CENTS,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,ORDER_TOTAL_CENTS,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.ORDER_TOTAL_CENTS,"This column is directly selected from the `stg_orders` table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.SUBTOTAL,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,SUBTOTAL,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.SUBTOTAL,"The SUBTOTAL column is directly selected from the stg_orders table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.TAX_PAID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,TAX_PAID,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.TAX_PAID,"The column TAX_PAID is directly selected from the stg_orders table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.ORDER_TOTAL,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,ORDER_TOTAL,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,"stg_orders.ORDER_TOTAL, stg_orders.ORDER_TOTAL_CENTS","The ORDER_TOTAL column is directly selected from the stg_orders table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.ORDERED_AT,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,ORDERED_AT,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.ORDERED_AT,"The column ORDERED_AT is directly selected from the stg_orders table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.ORDER_COST,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,ORDER_COST,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",order_items,order_items.SUPPLY_COST,"The ORDER_COST is calculated as the sum of supply costs from the order_items table, indicating a transformation from the original supply_cost column."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.ORDER_ITEMS_SUBTOTAL,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,ORDER_ITEMS_SUBTOTAL,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",order_items,order_items.PRODUCT_PRICE,"[The ORDER_ITEMS_SUBTOTAL is calculated as the sum of PRODUCT_PRICE from the order_items table, indicating a transformation rather than a direct mapping.]"
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.COUNT_FOOD_ITEMS,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,COUNT_FOOD_ITEMS,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",order_items,order_items.IS_FOOD_ITEM,The COUNT_FOOD_ITEMS column is calculated by counting the occurrences of food items based on the IS_FOOD_ITEM flag from the order_items table.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.COUNT_DRINK_ITEMS,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,COUNT_DRINK_ITEMS,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",order_items,order_items.IS_DRINK_ITEM,"The COUNT_DRINK_ITEMS column is calculated by summing the occurrences of IS_DRINK_ITEM from the order_items table, indicating a transformation based on a conditional count."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.COUNT_ORDER_ITEMS,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,COUNT_ORDER_ITEMS,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",order_items,order_item_id,"COUNT_ORDER_ITEMS is derived from counting the order_item_id in the order_items table, indicating a one-to-many relationship where each order can have multiple order items."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.IS_FOOD_ORDER,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,IS_FOOD_ORDER,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",order_items,order_items.IS_FOOD_ITEM,"The column IS_FOOD_ORDER is derived from a conditional aggregation on the order_items.IS_FOOD_ITEM column, counting instances where the item is a food item."
